ModelThickMax,ModelThickMin,ModelThickDiff,ModelThickMedian,ModelThickMean,ModelThickStd,ModeVelCoeff
55,48,7,53,52.89921875,1.59455661684975,0.982
55,48,7,53,52.95078125,1.66786751028397,1.001
55,48,7,53,53.0484375,1.57059494188097,0.983
55,48,7,53,53.034375,1.46218626139695,1.016
55,47,8,53,52.87421875,1.78051947044576,1.011
55,47,8,54,53.20234375,1.56600740038762,1.013
55,47,8,53,52.93046875,1.65348725682516,1.011
55,46,9,53,53.09609375,1.61239832458203,0.987
55,46,9,54,53.175,1.60890796253233,0.985
55,47,8,53,53.18359375,1.48061634482236,1.016
55,46,9,53,53.00703125,1.61766458722781,1.002
55,46,9,54,53.16875,1.64465395453871,0.992
55,46,9,53,52.96875,1.71201658340707,0.99
55,45,10,53,53.08671875,1.63889735304426,0.98
55,46,9,53,52.98671875,1.75754249023027,1.003
55,45,10,53,52.87109375,1.84542001566213,1.008
55,45,10,53,53.02578125,1.66605000238223,0.999
55,44,11,53,52.7765625,1.87866855082177,0.995
55,44,11,53,53.0125,1.69988271682999,1.011
55,44,11,53,52.67890625,1.93503367704894,0.984
55,47,8,53,53.08125,1.52783657416023,1.018
55,44,11,53,53.04765625,1.69488329200981,1.007
55,43,12,53,52.984375,1.81637230927772,1.002
55,45,10,53,52.8828125,1.69265115252952,1.004
55,45,10,53,53.00390625,1.79630853965144,1.018
56,55,1,56,55.52734375,0.499446894034698,0.989
56,55,1,55,55.4921875,0.500134364276187,1.001
56,55,1,56,55.51640625,0.499926084254992,0.997
56,55,1,56,55.51171875,0.500058025366442,0.982
56,55,1,56,55.52265625,0.499681656867188,0.993
56,55,1,56,55.51796875,0.499872320484493,1.018
56,55,1,56,55.5015625,0.500192984649028,0.981
56,54,2,55,55.06953125,0.73492763109548,1.015
56,54,2,55,55.02109375,0.731525374497707,1.005
56,54,2,55,55.0453125,0.729889018200545,0.985
56,54,2,55,55.065625,0.743219282760746,0.994
56,54,2,55,55.0703125,0.730049681280931,0.994
56,54,2,55,55.0703125,0.730049681280931,1.008
56,54,2,55,55.05390625,0.730910551012176,1.009
56,54,2,55,55.04140625,0.718789198203661,1.007
56,54,2,55,55.00234375,0.725387372584419,1.014
56,53,3,55,54.72734375,0.944860989709543,0.983
56,53,3,55,54.67265625,0.958825092523742,1.011
56,53,3,55,54.68203125,0.963601336736858,0.993
56,53,3,55,54.6765625,0.94579306980095,1.006
56,53,3,55,54.6765625,0.94579306980095,1.02
56,53,3,55,54.653125,0.96619462650854,0.985
56,52,4,55,54.4578125,1.16023570540783,0.981
56,52,4,54,54.346875,1.17638594588125,1.002
56,52,4,54,54.36484375,1.16859410087326,1.009
56,51,5,54,54.0640625,1.3359604648212,0.998
56,51,5,54,54.2484375,1.35174195522896,0.997
56,51,5,54,54.2484375,1.35174195522896,1.005
56,51,5,54,54.20234375,1.32946195585436,1.004
56,51,5,54,54.19296875,1.36335852115029,1.02
56,51,5,54,54.2109375,1.34595995111005,0.999
56,51,5,54,54.25625,1.32632868162331,0.987
56,51,5,54,54.228125,1.32734148518591,0.986
56,51,5,54,54.30625,1.31982833484649,1.015
56,50,6,55,54.27265625,1.37264774095847,1.015
56,50,6,54,54.078125,1.48017588182144,0.986
56,50,6,54,54.0640625,1.50961134314415,0.997
56,50,6,54,54.13828125,1.44335966202337,0.99
56,49,7,54,54.1546875,1.53136911944324,0.999
56,49,7,55,54.27265625,1.41803500486396,0.996
56,49,7,54,54.14453125,1.50585558108305,0.993
56,48,8,54,53.9796875,1.61149891496457,1.017
56,48,8,54,54.146875,1.52035639930991,1.002
56,48,8,54,53.90703125,1.66224146613883,1.012
56,47,9,54,53.99453125,1.63210597481229,0.983
56,48,8,54,54.17734375,1.45313631014035,0.987
56,47,9,54,54.034375,1.62623321822626,0.991
56,47,9,54,54.03515625,1.65079125926489,1.009
56,47,9,54,53.97109375,1.82158255194478,0.986
56,47,9,54,54.01640625,1.587346236851,0.989
56,49,7,55,54.2390625,1.47346794979116,0.987
56,46,10,54,54.0390625,1.69671689484917,0.987
56,46,10,54,54.06171875,1.562391317565,0.986
56,47,9,54,53.9578125,1.72270898615446,1.013
56,46,10,54,54.06953125,1.61376305909727,1.018
56,47,9,54,54.04765625,1.53104260335362,0.981
56,47,9,54,54.109375,1.55299591926512,0.986
56,47,9,54,54.109375,1.55299591926512,1.01
56,45,11,54,53.90078125,1.87038966031969,0.985
56,47,9,54,54.1265625,1.56373504746515,0.989
56,47,9,54,53.934375,1.67595502747083,1.003
56,46,10,54,53.94921875,1.75596809185169,1.007
56,45,11,54,54.05625,1.6490217916781,1.011
56,47,9,54,53.909375,1.70807022961708,0.989
56,47,9,54,53.909375,1.70807022961708,1.013
56,47,9,54,54.03046875,1.55176806993992,1.014
56,45,11,54,53.884375,1.76688492266623,0.983
57,56,1,57,56.51328125,0.500018935333401,1.014
57,56,1,57,56.51796875,0.499872320484493,1.008
57,55,2,56,56.06953125,0.724210885289751,1.005
57,55,2,56,56.02421875,0.732496677751061,1
57,55,2,56,56.07109375,0.735841318659852,0.98
57,55,2,56,56.05234375,0.736352488482764,0.98
57,55,2,56,56.06484375,0.741708384869742,1.011
57,55,2,56,56.07265625,0.743090649155008,1.018
57,54,3,56,55.6515625,0.964011067241388,1.01
57,54,3,56,55.66328125,0.944046080108515,1.012
57,54,3,56,55.7296875,0.976851652852674,0.997
57,54,3,56,55.64140625,0.967980523049068,1.016
57,54,3,56,55.7390625,0.962489147812059,1.012
57,53,4,56,55.484375,1.15278752483024,1.003
57,53,4,56,55.475,1.17944342236158,0.992
57,53,4,56,55.39453125,1.20390351514088,0.98
57,53,4,56,55.41171875,1.11287307832814,1.013
57,52,5,55,55.2,1.32421956894275,1.013
57,52,5,55,55.22421875,1.31528846720203,1.02
57,52,5,56,55.3015625,1.36171167954223,0.984
57,52,5,55,55.16328125,1.36035518827697,0.997
57,52,5,56,55.32890625,1.34290201574271,0.986
57,52,5,55,55.22890625,1.29590998778562,0.997
57,52,5,55,55.2171875,1.33152721283874,0.984
57,51,6,55,55.2328125,1.43141943227231,1.019
57,51,6,55,55.11328125,1.41823658490062,0.986
57,51,6,55,55.103125,1.46962668053514,1.02
57,51,6,55,55.1140625,1.49362651036424,1.004
57,51,6,55,55.1875,1.46178850899683,1.013
57,50,7,56,55.33125,1.44417895490553,0.993
57,50,7,56,55.33125,1.44417895490553,1.012
57,50,7,55,54.93828125,1.51255476157496,0.981
57,50,7,55,55.0953125,1.54483979878475,0.989
57,50,7,55,54.925,1.63541723210467,0.981
57,50,7,55,55.1390625,1.52878220786777,1.01
57,50,7,55,55.16875,1.54260575825791,0.999
57,50,7,55,55.0859375,1.58928853801814,1.001
57,50,7,55,55.1765625,1.50061151855919,1.02
57,49,8,55,55.0859375,1.51473009204914,1.008
57,48,9,55,54.95859375,1.66526522310761,1.014
